entity	part	model_id	spend	value	imps
3200071192	0	1	2.422041665	5.378796613	1266
3200076374	2	2	31.09569209	0	106095
3200102566	3	1	0.165146971	0	556
3200104632	3	2	0.835709429	0	166
3200106708	2	1	65.69398484	57.29909424	24029
3200126890	4	2	0.158007219	0	13
3200148374	2	2	47.94859996	97.83615418	21869
3200163858	0	2	0.008001107	0	1
3200164308	2	1	1.929073728	175.5653704	1769
3200164632	3	2	37.52419193	11.02902045	15986
3200164908	2	1	54.98300001	43.31425367	13419
3200176032	3	2	1258.380867	1575.05741	263515
3200180232	3	2	2.248383126	0	13304
3200252716	1	2	54.45096832	48.98860677	41750
3200257574	2	2	23.74932419	0	19878
3200257632	3	2	1.39875647	0	1359
3200257792	0	1	1.29671102	2.182836175	679
3200258774	2	2	66.64192812	3.156841808	87208
3200264624	4	1	78.76028534	89.88076133	42768
3200265258	0	2	20.34817846	40.66120007	28734
3200278516	1	2	5.746361426	0	4947
3200281192	0	1	2.811013901	2.456045369	1683
3200281632	3	2	140.2361784	0	67518
3200286916	1	2	3.889231157	1.62629069	6625
3200286974	2	2	3.309702769	0	811
3200288508	2	1	4.482089621	4.296868095	2173
3200289490	4	2	31.64485996	2258.739653	3006
3200290908	2	1	1.714327514	1.096046873	1254
3200302458	0	2	1.415563026	2.695032697	997
3200304824	4	1	55.75136469	9.36249088	55379
3200306774	2	2	23.35362182	46.03775935	11901
3200329690	4	2	0.247034138	0	268
3200333832	3	2	13.7336946	6.534566939	25443
3200366174	2	2	1.449211263	0.015014869	1952
3384932234	0	2	0.529021699	0	1654
3446999246	3	1	1.37420808	0.161835679	356
3465803456	3	2	6.037374241	8.852053947	60750
3467615882	0	2	1.542644204	0	880
3484765626	0	2	78.30795187	27.59003817	37934
3499364542	3	1	77.50198513	69.05391041	64804
3500341802	4	2	46.32603166	40.70771022	70223
3627736178	0	2	0.533296358	0.166004408	297
3627953378	0	2	62.88912437	126.1232795	15080
3631243764	2	1	16.54909967	0	10479
3644298488	4	1	25.57808457	22.25960227	116524
3649983890	4	2	21.55059533	0	3955
3708284276	2	1	54.9178162	52.86525506	42864
3727809614	3	1	21.43826248	0	6411
3728340672	4	1	1.973545859	0	553
3766583244	2	1	0.00485547	0.006343677	10
3772845716	2	1	4.496771031	11.69316394	1546
3781906796	1	2	182.5077386	0	245270
3788316248	3	2	11.23203646	0	14440
3792850318	3	1	184.4897782	3157.705462	104043
3878389052	1	2	7.515049763	8.127276133	4552
3916345192	3	2	56.01151356	62.18007825	14640
3939815898	0	2	8.821351929	17.1675787	9828
4004153634	4	2	5.371350612	5.309313133	13410
4130167938	1	1	1.659935065	1.777098693	1971
4130813320	3	2	0.132181803	1.890154284	175
4137953248	4	1	5.214354301	4.542885961	832
4156925154	1	1	1.128662454	0	481
4162430730	4	2	24.48439289	37.0604664	6458
4180102034	1	1	91.78484894	427.5088654	27134
4192390050	0	2	44.86578568	15.66994554	107549
4234823990	2	2	25.55558663	60.88011114	10608
4239224802	1	1	2.46298044	0	492
1512021298	4	1	1.468172811	9.475265671	490
1573943086	2	1	1.646619136	4.011787748	596
1738094724	1	1	1.584153257	14.98628925	669
1751432740	0	2	2.06954937	21.13839982	544
1773562354	0	1	2.140290615	0	599
1811653552	3	1	1.859695555	0	862
1821636890	3	2	5.97888518	0	1508
1823707360	3	1	2.957735534	0	563
1842696588	1	1	5.468014006	79.89825362	1977
1864845876	0	2	2.308481765	0	776
1900663364	0	2	0.783366157	68.83471412	344
1917562758	2	1	1.396947358	0	367
1924872152	3	1	1.890955443	6.646866706	477
1926728746	4	1	0.535893685	20.01754094	134
1938653568	2	2	509.1602078	1057.669542	913528
1943349754	4	1	3.34265223	7.332396895	681
2189060926	1	2	0.809619338	0	347
2252957682	3	2	2.051695063	0	577
2355110132	4	2	0.784306114	0	323
2355433770	0	1	2.016889573	0	445
2362500938	4	1	1.561637498	1.077516585	2928
2385828684	4	2	0.530958743	0	230
2389052620	4	2	1.16679098	0	345
2393998232	3	1	5.486140919	0	1891
2442889528	3	1	14.4814336	30.05254074	6207
2445737530	3	2	1.598274131	0	594
2499551638	2	1	0.739839218	0	231
2501130354	4	1	2.796242305	0	1014
2545390114	4	1	99.63693823	23.95028123	50700
2545395722	3	2	42.06617093	12.03720589	14582
2548328450	4	1	1.048693455	0	592
2556309670	2	1	11.19006562	12.343895	7023
2558862864	3	1	5.121573652	0	2665
2560867890	0	1	30.44294255	97.89916019	7631
2570455330	4	1	86.72232137	19.79752928	456590
2571294498	0	1	109.71692	57.15123772	29577
2580296086	2	1	1.632705591	0	478
2583393146	3	2	17.90637156	34.8502361	10740
2594868094	2	1	1.069710294	0	152
2619043510	2	1	0.316857821	0.07278385	441
2643279506	4	1	2.030947922	0	570
2678888620	1	1	2.457641905	0	502
2679680228	0	2	1.186974114	0	463
2727453898	3	2	0.8385811	8.704694343	400
2731783576	2	2	8.968891183	0	13755
2744925518	2	1	0.223336481	2.657648775	287
2781161748	1	1	6.492222737	30.85862613	10081
2787162750	1	2	0.175955246	0.066697765	41
2813942882	3	2	48.86786807	62.47922986	9374
2876001862	2	1	0.910142609	0	99
2930118752	3	1	2.53173732	0	1124
2938413632	2	2	64.67782227	48.91361076	60018
2940691508	1	1	36.68183981	699.2310863	41366
2951811774	2	1	38.3545757	47.61986553	29358
2982883334	1	2	6.106373039	0	1824
3037308416	3	1	0.15011745	0	33
3038135482	3	2	5.823571462	31.27868485	2371
3038354642	0	1	0.941661149	0	429
3038397024	2	2	1.848802809	0	789
3038408874	4	1	22.61729209	0	6074
3038686442	0	1	10.05689205	0	3514
3038715624	2	2	19.64222929	0	9952
3038716766	1	2	17.51132839	0	5600
3038721566	1	2	0.935089396	0	283
3038739024	2	2	45.31235057	162.3488934	24143
3038806016	3	1	17.98027027	18.21304802	74911
3038809708	0	2	2.867289429	0	784
3038837816	3	1	2.142294118	0	873
3038867042	0	1	47.84892601	0	15176
3038975700	1	1	7.008671447	0	10952
3038977282	3	2	562.9915932	613.717406	219961
3039010282	3	2	17.29409542	6.567728481	5292
3040047876	4	2	8.55692719	19.94697711	3458
3041656094	2	1	1.473843786	0	304
3041677302	1	2	0.506506704	0.319504082	411
3092955810	0	1	9.203450193	0	9652
3152489210	4	1	6.050277258	12.72985333	3093
3200013648	3	1	0.87801381	0.832453867	1070
3200015390	2	1	287.4925433	345.5274704	152507
3200016590	2	1	2.645938549	0	148
3200035132	1	1	0.566091082	0	953
3200041732	1	1	437.3490654	49.97565385	32247
3200049256	2	2	127.8932203	287.9545688	40837
3200049590	2	1	17.54393727	0	2936
3200051990	2	1	8.199303998	0	1648
3200052798	1	2	1.977802851	2.554505842	7315
3200066506	4	1	147.6549829	153.1616235	25190
3200071190	2	1	1.910356366	0	1763
3200074132	1	1	1.667639913	0	1158
3200074456	2	2	51.01369833	184.052799	10694
3200083906	4	1	4.557860962	2.60643677	4050
3200098790	2	1	19.65678101	26.44059295	40907
3200108332	1	1	20.71119233	48.73306003	15592
3200108506	4	1	0.970136012	0	67
3200121972	4	2	7.178203451	0	4040
3200131732	1	1	27.61469606	13.56079154	13539
3200135874	0	1	0.225638967	0	415
3200145972	4	2	5.742198762	0	2440
3200146732	1	1	250.7080566	249.3573384	144713
3200150714	3	2	48.5983975	95.99160171	42017
3200154140	0	2	3.631614511	3.060363504	6972
3200161940	0	2	1.537833159	0	974
3200170732	1	1	19.03171455	18.64999507	22783
3200174390	2	1	1.269841782	0.801248895	1876
3200174772	4	2	60.56675636	64.57720959	27829
3200174990	2	1	129.0981509	49.66829782	155127
3200175532	1	1	5.111822692	0	7267
3200175972	4	2	178.8037367	45.85716148	62567
3200178914	3	2	0.444410795	1.262780639	412
3200195172	4	2	3.047040844	0	468
3200249448	3	1	1.754435951	0	1468
3200250856	2	2	0.280420445	0.243408208	981
3200257572	4	2	15.81818074	0	4680
3200257674	0	1	0.074456204	0	178
3200257940	0	2	1.037441581	4.978688739	721
3200257998	1	2	7.991746525	16.8270726	2860
3200259140	0	2	8.308966787	264.6702506	1953
3200259798	1	2	1.172250468	2.012667371	861
3200259856	2	2	2.279115649	5.469683247	1071
3200267656	2	2	7.901620528	1.573906456	1628
3200269732	1	1	131.5334715	79.24239561	45693
3200271140	0	2	1.742193374	0	594
3200276656	2	2	0.150728264	0.172782164	452
3200281514	3	2	16.74235679	18.17538187	11406
3200285390	2	1	33.43115592	27.25974207	76722
3200285448	3	1	7.34677526	4.646079439	10944
3200287398	1	2	0.908170739	0	364
3200294540	0	2	0.07531636	0.06524802	219
3200301256	2	2	8.206870343	2.815196759	6361
3200337314	3	2	40.49131342	27.61677642	11547
3200340740	0	2	34.90774382	86.58302059	61927
3200362790	2	1	1.751718574	0	902
3200363506	4	1	3.576129484	0	875
3212716404	1	1	55.36202832	415.0973351	11827
3314152474	0	1	2.397909559	3.037809938	3357
3493899212	4	2	1.173082791	0	1101
3571309286	1	2	0.70014028	0	291
3613892026	3	2	18.48384032	77.39612229	2578
3626853092	4	2	10.52815376	99.23887849	3494
3646614254	2	1	0.967207197	0	583
3708283500	1	1	185.3898607	509.8504431	136987
3711368410	4	1	17.263169	54.54241308	5892
3713427378	0	1	0.779748755	0	311
3748795466	0	1	94.05117665	124.1214663	50091
3760733590	2	1	58.72038042	87.73102845	44038
3764916868	1	1	1.146093324	0	980
3766583276	0	2	1.674648341	0	507
3771234728	2	2	14.96240316	0	2195
3812140144	3	1	22.08576743	21.64456364	3427
3847526716	1	1	2.524825039	47.99155459	4423
3881172978	4	1	1.440930534	0	311
3891363742	1	2	56.27620437	78.91007005	13824
3898992956	0	2	30.03340542	47.82307577	2659
4004104684	0	2	9.251303451	12.11714724	7808
4005472012	1	1	0.517740822	2.245339592	519
4017297408	2	2	107.5684513	288.0910505	12039
4019988878	2	1	3.642022294	0	8482
4026585898	0	1	40.901291	39.70357941	79938
4041377758	2	1	38.14463173	0	11893
4059266160	3	1	42.52629467	71.69606973	20490
4059362160	3	1	1.559420661	0	362
4144673494	1	2	5.085498667	0	748
4173397684	4	2	2.196230567	2.71045875	405
4195040040	3	1	16.46957116	0	3534
4217272728	2	2	5.332258588	0	2492
4226037476	1	1	26.53715446	49.47966263	18475
4228219328	3	1	0.069662296	0	13
4235946922	4	1	15.21974307	0	8478
1442195630	1	1	2.254947722	26.04669198	516
1480255570	3	1	1.193636217	5.143183194	571
1514176922	3	1	0.952760272	4.942496155	443
1751374756	0	1	4.211108585	0	1530
1763356080	2	1	1.647262608	5.120985751	567
1775920604	4	1	2.227462905	0	578
1817812570	3	1	1.788886434	0	670
1832647122	2	2	1.348728724	12.64496232	225
1834276998	1	1	2.215606376	5.615769914	694
1837103192	2	1	31.89741973	33.62674326	16802
1837426476	0	1	2.412952929	16.31899543	763
1855098118	4	2	0.513211461	0	136
1860942622	0	2	0.477677469	0	155
1877137398	4	2	2.4423105	8.967743298	479
1880204932	4	1	13.20846999	42.58761028	22439
1905087516	0	1	5.659421443	5.403041925	1193
1926083042	2	2	2.005768296	6.411758861	883
1934432590	1	1	4.894809636	17.26136468	1163
1954693310	4	2	3.08425845	8.301403911	625
2163089166	4	2	1.969721641	0	504
2171637314	3	1	1.564034267	0	547
2207109952	1	2	1.315827819	0	350
2211010204	3	2	2.252428391	0	734
2243599484	4	1	1.12016852	0	554
2267543256	1	2	1.792229536	0	803
2328065616	2	1	100.5525848	0	13628
2336526154	2	2	0.974386115	0	340
2364281790	0	2	2.092349825	0	647
2385950366	4	2	1.532608711	21.34653828	506
2398648516	3	2	3.532919374	0	43765
2415152002	2	2	3.533573295	6.183186584	1025
2456848760	2	1	24.19866968	3413.794454	9006
2464987040	1	2	1.124336272	0	360
2474851428	3	2	2.452284746	0	569
2483451292	4	1	80.23081135	0	115370
2499140070	0	2	2.070567002	6.859984428	808
2526664652	4	1	16.67138583	18.21670291	9997
2545391196	4	1	12.93592975	0	12204
2557696172	0	1	10.82406193	0	4549
2562278082	3	1	2.353715804	0	380
2570606412	4	1	0.748085876	8.091168587	297
2573236362	2	2	1.646087702	0	713
2583412446	1	1	2.325880728	7.529707454	535
2591788848	1	2	10.83726686	14.91152613	12991
2602459772	3	2	18.7047935	26.41951122	11870
2604239798	0	2	0.906654009	3.677727328	741
2604745056	1	2	1.225486022	0	337
2621697574	4	2	26.03877273	2.126577063	44792
2631688814	0	2	0.769914591	0	290
2640517118	4	2	2.304215704	0	628
2646778874	2	2	1.740453236	0	565
2667993618	2	2	1.060907789	9.975433042	301
2683928154	3	1	7.102153203	5.132006384	14227
2693555692	3	2	4.89150616	0	768
2695392162	3	1	76.33083333	282.2551999	11382
2731902858	2	2	13.18484629	0	1879
2742262522	3	1	3.013542648	0	544
2742479988	3	2	0.604739402	0	380
2818602926	0	2	0.022785381	0	19
2818608984	1	2	1.667623929	0	1536
2842760192	2	1	1.06242603	0	325
2846725200	1	2	8.655368068	1.564791843	3043
2851750380	4	1	4.224789218	38.81682824	2509
2852850122	3	1	1.879827706	0	691
2860591052	4	1	0.373975212	2.759701122	464
2876946526	4	2	1.580177498	6.703429072	734
2930319242	2	2	0.269839682	0	16
3000220160	1	2	30.99138542	0	8546
3005042346	3	1	2.007892905	40.89660717	677
3005050896	1	2	1.866800423	0	492
3006383772	0	1	22.85793036	24.83487947	14105
3008971824	2	1	2.112950948	4.27369173	5878
3020809162	2	2	42.04415227	170.6031131	13495
3037302448	1	2	18.29791644	10.22244036	26895
3037726648	1	2	2.972660483	0	974
3038352390	0	2	0.800220676	0	62
3038433622	4	2	1.481839289	0	496
3038508990	0	2	1.255403117	9.150925672	393
3038536222	4	2	92.28106532	30.8519772	21574
3038539822	4	2	1.755689922	0	1141
3038561640	2	1	3.303529407	0	2490
3038682356	4	1	35.32628973	0	25226
3038697124	0	1	2.045029994	25.67505313	765
3038739182	1	1	1.013474061	0	138
3038773324	0	1	3.084352785	1.837593352	3005
3038802724	0	1	13.79952012	0	3160
3039013590	0	2	108.6265574	600.9080251	50662
3039017306	2	2	0.817248849	0	234
3041674358	4	2	691.082214	1157.149566	126188
3041694918	1	1	31.37021358	0.309562201	12570
3041712492	4	1	285.0854962	195.8911978	24295
3041754158	4	2	199.1873341	422.2323359	31352
3041848842	2	2	20.27607142	19.93983281	11459
3053254326	1	1	49.69332586	37.23550345	16804
3056074926	1	1	17.05361496	25.10622109	26053
3085327794	3	1	6.983815029	0	1355
3200003156	0	1	5.992754412	4.525491546	2222
3200004622	0	2	0.506612166	1.330871812	713
3200016530	3	1	0.017664026	0.021168024	167
3200016796	3	2	0.019281803	0.019799367	148
3200049588	4	1	16.22736624	0	2055
3200071188	4	1	3.211354444	7.958768735	1545
3200083788	4	1	2.100543038	2.182997652	873
3200091356	0	1	1.15499145	0.281981033	1970
3200092938	2	2	3.44570798	18.25849567	2067
3200100956	0	1	8.336160891	0	1709
3200105272	2	1	33.6706742	47.00318831	50151
3200127796	3	2	1.289165222	3.088197504	3503
3200130022	0	2	17.87002362	11.88349446	6376
3200138156	0	1	7.639466958	8.95265898	804
3200141388	4	1	14.01854942	4.086589378	803
3200151738	2	2	0.736869507	0.847258806	1644
3200152454	4	2	47.99809565	14.05266432	48739
3200159756	0	1	2.424291008	4.290164459	977
3200167938	2	2	8.454455086	71.88684484	3003
3200171756	0	1	5.180116084	8.634931999	6928
3200184254	4	2	3.162200567	1.336812815	14948
3200193196	3	2	1.85490207	2.183957953	3770
3200257672	2	1	0.719023433	2.477296624	470
3200257788	4	1	4.128351193	2.695057246	3621
3200259796	3	2	2.260314147	4.195839578	1341
3200260188	4	1	0.398443791	0	91
3200260396	3	2	6.466492013	14.40739076	5702
3200260556	0	1	0.294354003	0	185
3200265022	0	2	15.06544661	22.50799523	24616
3200268254	4	2	1.3976362	0	438
3200268530	3	1	6.19717383	5.452869349	2315
3200275996	3	2	176.2840256	336.9079791	63592
3200276538	2	2	11.97150988	43.12249032	14862
3200277588	4	1	1.948635495	5.69086255	667
3200289472	2	1	2.85740599	0	3584
3200290880	1	2	4.087538932	6.078352358	4120
3200301138	2	2	6.633808225	5.93437862	40707
3200305072	2	1	4.662913286	22.31243247	2267
3200306814	1	1	160.5959778	3786.888988	30554
3200322196	3	2	1.067916733	0	19940
3200325796	3	2	1.924248853	0	1636
3200337472	2	1	1.074803798	1.891300965	410
3200338938	2	2	17.86078428	42.68463079	7845
3200342988	4	1	20.12971534	1.368655633	35024
3200346138	2	2	0.06818893	0	69
3200347556	0	1	2.670221653	2.956381329	336
3212716494	0	2	1.126263158	3.240954231	584
3451066004	4	1	1.266923711	0.516116088	919
3464898212	4	1	5.908056579	7.881217073	68405
3469916148	4	1	37.77222476	26.12708681	31568
3589778370	2	2	56.18268423	486.5979841	17536
3609575198	0	2	1.712124946	0	1294
3649363196	3	2	0.947298967	0	250
3708284306	2	2	52.60642031	13.71900371	14571
3712394660	0	1	39.15905541	597.9035133	16834
3726186668	0	1	17.57373456	0	4436
3745556664	2	1	0.661624329	0.542306522	840
3748795188	3	2	20.9189685	174.3762822	12808
3748795464	2	1	543.7133099	789.1539548	126267
3767609352	1	2	0.559114334	0.659909454	225
3788315838	0	2	3.365045839	0	2125
3852986928	2	1	15.11939895	0	17154
3861622782	4	2	11.66005638	14.72751565	8275
3876162124	4	1	2.116610081	7.587764262	720
3877379950	1	1	0.671207207	0	324
3899790572	0	1	92.56921441	60.83144498	14504
3904425282	3	1	2.322876083	7.444828237	660
3945522572	3	2	7.204983697	5.077254344	7904
3997533080	2	1	1.689147727	0	5081
4026585896	2	1	17.16991783	15.95248038	46126
4175630244	3	2	12.33995181	13.98126189	7534
4191388612	0	1	1.798502231	2.01791005	2153
4197880666	2	2	19.24265553	21.85393083	20058
4220572146	2	2	8.038876361	0	13976
679895134	0	1	1.858952918	0	612
765008434	2	1	1.963066656	13.46466415	544
819633074	1	2	2.528945582	24.45108744	883
1752531806	4	1	2.378385209	0	338
1762883104	1	1	1.758608653	14.46908773	935
1767016040	1	1	32.11425734	32.03750396	6039
1779058056	0	2	1.391880974	0	749
1787269366	3	2	1.196902097	18.06016241	661
1790242328	0	2	1.422997886	0	490
1831133460	3	1	2.77710995	0	805
1854877360	1	1	2.042167971	30.93180413	483
1871636750	3	2	7.019969064	0	1915
1932526988	3	1	1.392331443	25.37419898	550
1938568616	0	2	24.30065472	0	10978
2162722182	4	1	86.03279632	373.3703587	20378
2268691538	1	2	46.72013441	0	14289
2286970482	1	2	3.945124225	5.404879219	1747
2437615756	3	1	6.698076318	6.228061426	3131
2442870842	1	2	0.798496433	0	347
2488517110	4	1	0.82849206	0.131244683	334
2490369988	3	1	2.835444629	0	1085
2521581740	3	1	1.237916507	0	426
2529592142	3	2	2.158132104	0	707
2535778632	1	1	1.710589963	0	417
2545379770	1	2	3.076797474	0	1188
2552003558	3	2	8.699444334	110.0275298	6277
2565764966	3	2	0.993208262	0	455
2583411186	2	1	8.414759039	46.84114757	7627
2623078990	4	1	2.158088593	20.7860133	514
2627394752	1	1	2.555835562	0	714
2650367226	2	1	0.023856153	0	1
2688874998	0	1	0.94346733	0	255
2691480058	1	2	114.4415324	189.031146	101130
2701646788	2	2	2.06860477	0	864
2750938884	2	2	19.93514086	7.985953498	43252
2756793438	0	1	0.147651251	0	58
2756864736	4	2	1.606331068	0	290
2787157990	0	1	0.140563346	0.066986972	59
2803639116	2	2	0.593808855	0	320
2807831394	1	2	0.278649698	0.243750906	21
2841699854	4	1	0.651139192	0.002608979	517
2842992482	1	2	4.224632107	5.104285363	954
2860920334	4	1	0.05078328	0.00201192	31
2887061422	3	2	1.992599026	0	549
2929810382	3	2	0.66221028	0	334
2930339040	4	2	2.390263381	0	799
2931561608	0	2	14.35999203	0	62048
2939441646	4	1	4.287442072	0	903
2970638064	4	2	6.316968512	2.402418051	1793
3000008358	3	2	0.295595603	0.041900276	138
3032508368	4	2	1.678020652	31.32468163	491
3038366904	4	2	0.577068732	0	160
3038382988	2	2	8.403651121	0	1376
3038396464	1	1	0.947878859	0	352
3038591580	3	1	1.087074691	0	373
3038603904	4	2	45.47756329	0	28362
3038697122	2	1	0.861235945	7.762715713	480
3038751872	0	2	5.434612102	5.5376254	3040
3038802722	2	1	10.65660528	6.546321603	6105
3041492866	1	2	17.24179934	13.04637392	13369
3041677182	3	2	225.0024186	154.922853	274259
3041836608	0	2	2.039232804	0	932
3043623994	2	1	4.843828561	3.237124832	5567
3112899092	3	1	14.78043151	19.35369312	6107
3197151702	0	1	167.5001487	1404.981883	49452
3200007296	1	1	92.51181734	75.38364883	28628
3200035820	2	2	7.624129743	0	923
3200041220	2	2	22.85462413	31.26992529	6927
3200065936	4	2	11.43464659	0	8519
3200071162	1	2	2.604425175	4.413285136	2065
3200081270	4	1	0.464868577	0	206
3200099270	4	1	5.159481552	9.877348612	5348
3200100562	1	2	65.81813215	0	69918
3200102212	3	1	22.26999834	29.71076425	9581
3200106678	3	2	0.030741978	0	2
3200126212	3	1	0.88159898	0.854678817	1110
3200133136	4	2	6.042796438	0	1756
3200137820	2	2	37.84077585	31.20474506	37088
3200138096	1	1	37.62619001	210.9859566	88720
3200143878	3	2	0.949343589	0	4652
3200148678	3	2	0.608326947	0.278465396	2023
3200153362	1	2	4.178153356	5.805309613	3190
3200172354	2	1	273.7962832	2733.113598	65824
3200176762	1	2	194.6625941	146.3030856	25989
3200250620	2	2	0.716320306	0.957308257	782
3200257336	4	2	0.431131916	0	149
3200258696	1	1	14.81348991	0	7040
3200259736	4	2	4.934513179	2.296740435	2668
3200260762	1	2	0.691540532	0.799327446	441
3200266070	4	1	0.030651954	0.047056778	26
3200268620	2	2	0.108767891	0	79
3200275936	4	2	0.77163855	0.527823784	26088
3200278878	3	2	9.249506834	22.05457581	8280
3200283238	0	1	15.25792619	3.551291627	9907
3200287670	4	1	1.765777767	0	1330
3200288812	3	1	2.134338244	1.196878642	1859
3200288904	0	2	36.24330631	15.72192137	14258
3200301678	3	2	1.812517463	9.538692924	321
3200308220	2	2	0.350118118	1.559397628	359
3200312696	1	1	11.78621463	23.81151494	77197
3200312870	4	1	36.63353476	34.09960029	53838
3200315212	3	1	21.50576449	22.79475297	19040
3200316136	4	2	53.32357801	2.558023536	8247
3200316412	3	1	8.409638146	5.850289435	7859
3200324420	2	2	11.6972961	0	3924
3200343504	0	2	2.454911918	0	422
3200349678	3	2	1.2460086	5.31611557	1488
3200366270	4	1	0.400082635	0	313
3318825774	0	1	0.658971842	51.20028785	398
3340931886	4	1	3.834492018	0	1521
3443400614	4	1	4.285692684	0	5888
3462176184	1	1	0.955863099	0	621
3464898128	0	2	74.79694822	79.39638033	322024
3472331296	4	2	0.897467622	0	400
3516192274	2	1	44.23139728	0	47542
3562124854	0	1	0.180661085	0	642
3594910904	4	2	1.182303742	7.736862566	409
3632532210	2	1	14.38715798	0	3299
3648769354	2	1	23.40578448	521.8185826	7330
3693628456	1	1	1.574111634	0	375
3706173664	1	1	4.360053933	0	2082
3707254438	4	1	31.06987435	108.0474023	6365
3729416810	1	2	1.38650646	0	361
3730497410	1	2	9.197164531	9.444852411	7402
3731573810	1	2	0.236833388	0	176
3749966290	1	2	3.848942617	0	5475
3815954844	3	1	19.79556575	35.9097762	10653
3851617856	4	2	21.47772809	18.78155575	5781
3853415360	0	2	71.62186753	173.6637041	6824
3855170592	4	2	143.7764499	25.02873368	228073
3869360400	4	2	10.04371048	0	2569
3877671814	3	2	16.17283093	14.06876731	50429
3945522454	3	2	3.782092623	0	1430
4011285312	1	1	1.744035939	0	635
4018646166	3	2	198.3211428	37.39025852	137887
4034657134	0	1	265.4393656	0	39856
4110083878	4	1	99.59160594	0	42808
4116775834	2	1	9.907967816	0	18824
4162033510	4	1	2.654642981	0	556
4185688798	3	2	2.299713523	1.916878083	5240
4220572144	4	2	7.173603487	0	1671
4239224888	4	2	12.45422428	0	4287
4291808720	4	2	27.80064577	22.27949772	23794
650597588	1	2	1.55460526	0	365
701977220	1	2	5707.331886	8374.577987	3662850
1390340040	0	1	2.149296476	7.457179059	801
1496293234	0	2	1.873270861	0	586
1738555422	3	1	1.925805952	0	847
1755565322	0	2	1.547460926	0	525
1767114438	3	1	8.441728625	7.277155368	2389
1859422920	0	1	0.923984521	6.318513691	399
1864298554	4	2	5.40620757	52.93732454	1627
1911591082	0	2	3.050927912	0	392
1933395670	3	1	1.474456802	10.87738912	424
1938567298	0	2	18.0338539	0	15006
1940124608	3	2	3.274585397	36.90649221	870
1953752700	1	2	4.259749467	0	7368
1954751492	2	1	44.26937035	336.1687346	19979
2178607008	4	1	0.517679369	16.97968142	310
2225848996	1	2	0.903340562	0	225
2236435402	1	1	2.316892369	0	662
2276841884	2	1	1.01741156	0	354
2324395180	2	1	1.062367273	0	669
2342469248	3	2	2.507343169	0	1164
2374889018	1	1	2.511157995	0	1119
2392858202	4	2	2.233096573	0	627
2509668040	0	1	1.077955716	0	525
2529169508	1	2	10.7192854	0	1590
